LOC_Os01g01260	PF00075
LOC_Os01g01260	PF00078
LOC_Os01g01260	PF00665
LOC_Os01g01260	PF03732
LOC_Os01g01270	PF03732
LOC_Os01g01290	PF00808
LOC_Os01g01302	PF01202
LOC_Os01g01307	PF05753
LOC_Os01g01312	PF00176
LOC_Os01g01312	PF00271
LOC_Os01g01320	PF00665
LOC_Os01g01320	PF07727
LOC_Os01g01340	PF07207
LOC_Os01g01350	PF03357
LOC_Os01g01360	PF00854
LOC_Os01g01369	PF05241
LOC_Os01g01410	PF00059
LOC_Os01g01410	PF07714
LOC_Os01g01430	PF02365
LOC_Os01g01470	PF02365
LOC_Os01g01484	PF09737
LOC_Os01g01500	PF04788
LOC_Os01g01510	PF04000
LOC_Os01g01510	PF09368
LOC_Os01g01520	PF02458
LOC_Os01g01550	PF02458
LOC_Os01g01560	PF02892
LOC_Os01g01560	PF05699
LOC_Os01g01610	PF01521
LOC_Os01g01620	PF00294
LOC_Os01g01640	PF03248
LOC_Os01g01650	PF05368
LOC_Os01g01660	PF05368
LOC_Os01g01689	PF00454
LOC_Os01g01689	PF02259
LOC_Os01g01689	PF02260
LOC_Os01g01710	PF02670
LOC_Os01g01710	PF08436
LOC_Os01g01720	PF04695
LOC_Os01g01740	PF07714
LOC_Os01g01770	PF00929
LOC_Os01g01780	PF03016
LOC_Os01g01790	PF12014
LOC_Os01g01830	PF00326
LOC_Os01g01830	PF02897
LOC_Os01g01840	PF00010
LOC_Os01g01850	PF00075
LOC_Os01g01850	PF00078
LOC_Os01g01850	PF00665
LOC_Os01g01850	PF03732
LOC_Os01g01860	PF04094
LOC_Os01g01860	PF04195
LOC_Os01g01870	PF00010
LOC_Os01g01890	PF06075
LOC_Os01g01900	PF00665
LOC_Os01g01900	PF07727
LOC_Os01g01920	PF01966
LOC_Os01g01960	PF02671
LOC_Os01g01960	PF08295
LOC_Os01g02000	PF03105
LOC_Os01g02000	PF03124
LOC_Os01g02020	PF00108
LOC_Os01g02020	PF02803
LOC_Os01g02040	PF00069
LOC_Os01g02040	PF07714
LOC_Os01g02050	PF00311
LOC_Os01g02060	PF00560
LOC_Os01g02070	PF04043
LOC_Os01g02080	PF00160
LOC_Os01g02090	PF09532
LOC_Os01g02090	PF09542
LOC_Os01g02100	PF05699
LOC_Os01g02110	PF00010
LOC_Os01g02120	PF01161
LOC_Os01g02180	PF07889
LOC_Os01g02190	PF00230
LOC_Os01g02200	PF00514
LOC_Os01g02210	PF04195
LOC_Os01g02220	PF00075
LOC_Os01g02220	PF00078
LOC_Os01g02220	PF00665
LOC_Os01g02230	PF03732
LOC_Os01g02240	PF03108
LOC_Os01g02240	PF09322
LOC_Os01g02240	PF10536
LOC_Os01g02240	PF10551
LOC_Os01g02250	PF00931
LOC_Os01g02260	PF00665
LOC_Os01g02280	PF00931
LOC_Os01g02290	PF07714
LOC_Os01g02300	PF00069
LOC_Os01g02310	PF00069
LOC_Os01g02310	PF00314
LOC_Os01g02320	PF07714
LOC_Os01g02350	PF07714
LOC_Os01g02360	PF00069
LOC_Os01g02380	PF01107
LOC_Os01g02390	PF00069
LOC_Os01g02400	PF07714
LOC_Os01g02410	PF00069
LOC_Os01g02420	PF07714
LOC_Os01g02430	PF00069
LOC_Os01g02440	PF07714
LOC_Os01g02460	PF00069
LOC_Os01g02500	PF01425
LOC_Os01g02510	PF04195
LOC_Os01g02520	PF04094
LOC_Os01g02530	PF00078
LOC_Os01g02530	PF00665
LOC_Os01g02540	PF00665
LOC_Os01g02540	PF07727
LOC_Os01g02550	PF00069
LOC_Os01g02560	PF07714
LOC_Os01g02570	PF00069
LOC_Os01g02580	PF00069
LOC_Os01g02600	PF07714
LOC_Os01g02610	PF00069
LOC_Os01g02629	PF00098
LOC_Os01g02650	PF00075
LOC_Os01g02650	PF00078
LOC_Os01g02650	PF00665
LOC_Os01g02650	PF03732
LOC_Os01g02660	PF04094
LOC_Os01g02660	PF04195
LOC_Os01g02670	PF00665
LOC_Os01g02670	PF07727
LOC_Os01g02680	PF00069
LOC_Os01g02690	PF07714
LOC_Os01g02700	PF00069
LOC_Os01g02720	PF00009
LOC_Os01g02720	PF03143
LOC_Os01g02720	PF03144
LOC_Os01g02730	PF00069
LOC_Os01g02740	PF00078
LOC_Os01g02740	PF00385
LOC_Os01g02740	PF00665
LOC_Os01g02740	PF03732
LOC_Os01g02740	PF08284
LOC_Os01g02750	PF07714
LOC_Os01g02760	PF00069
LOC_Os01g02770	PF07714
LOC_Os01g02780	PF00069
LOC_Os01g02790	PF07714
LOC_Os01g02800	PF00069
LOC_Os01g02810	PF07714
LOC_Os01g02830	PF00069
LOC_Os01g02840	PF07714
LOC_Os01g02860	PF12090
LOC_Os01g02870	PF00892
LOC_Os01g02880	PF00274
LOC_Os01g02884	PF00035
LOC_Os01g02884	PF00271
LOC_Os01g02884	PF04408
LOC_Os01g02884	PF07717
LOC_Os01g02890	PF03034
LOC_Os01g02900	PF04577
LOC_Os01g02910	PF04577
LOC_Os01g02920	PF04577
LOC_Os01g02930	PF04577
LOC_Os01g02940	PF04577
LOC_Os01g02950	PF07762
LOC_Os01g02960	PF07762
LOC_Os01g03020	PF00133
LOC_Os01g03020	PF08264
LOC_Os01g03030	PF01411
LOC_Os01g03030	PF07973
LOC_Os01g03050	PF00175
LOC_Os01g03070	PF01399
LOC_Os01g03090	PF05175
LOC_Os01g03100	PF00097
LOC_Os01g03100	PF12428
LOC_Os01g03144	PF00005
LOC_Os01g03144	PF01061
LOC_Os01g03160	PF02485
LOC_Os01g03170	PF03145
LOC_Os01g03190	PF03145
LOC_Os01g03230	PF00098
LOC_Os01g03230	PF03732
LOC_Os01g03260	PF07762
LOC_Os01g03270	PF03145
LOC_Os01g03290	PF03145
LOC_Os01g03300	PF03145
LOC_Os01g03310	PF00228
LOC_Os01g03320	PF00228
LOC_Os01g03330	PF00228
LOC_Os01g03340	PF00228
LOC_Os01g03360	PF00228
LOC_Os01g03370	PF00069
LOC_Os01g03370	PF00560
LOC_Os01g03380	PF00228
LOC_Os01g03390	PF00228
LOC_Os01g03410	PF03145
LOC_Os01g03420	PF03145
LOC_Os01g03429	PF03145
LOC_Os01g03440	PF09322
LOC_Os01g03452	PF09322
LOC_Os01g03452	PF10536
LOC_Os01g03464	PF03145
LOC_Os01g03490	PF00403
LOC_Os01g03510	PF00400
LOC_Os01g03520	PF00179
LOC_Os01g03530	PF00394
LOC_Os01g03530	PF07731
LOC_Os01g03530	PF07732
LOC_Os01g03549	PF07731
LOC_Os01g03549	PF07732
LOC_Os01g03570	PF03468
LOC_Os01g03570	PF03469
LOC_Os01g03580	PF02992
LOC_Os01g03600	PF00078
LOC_Os01g03600	PF00385
LOC_Os01g03600	PF00665
LOC_Os01g03610	PF00098
LOC_Os01g03610	PF03732
LOC_Os01g03610	PF08284
LOC_Os01g03620	PF00394
LOC_Os01g03620	PF07731
LOC_Os01g03620	PF07732
LOC_Os01g03630	PF00394
LOC_Os01g03630	PF07731
LOC_Os01g03630	PF07732
LOC_Os01g03640	PF00394
LOC_Os01g03640	PF07731
LOC_Os01g03640	PF07732
LOC_Os01g03650	PF01458
LOC_Os01g03660	PF11805
LOC_Os01g03670	PF01370
LOC_Os01g03680	PF00228
LOC_Os01g03690	PF07714
LOC_Os01g03710	PF01238
LOC_Os01g03720	PF00249
LOC_Os01g03730	PF02265
LOC_Os01g03740	PF02265
LOC_Os01g03760	PF10151
LOC_Os01g03780	PF00075
LOC_Os01g03780	PF00078
LOC_Os01g03780	PF00665
LOC_Os01g03780	PF03732
LOC_Os01g03790	PF04094
LOC_Os01g03800	PF03108
LOC_Os01g03800	PF10551
LOC_Os01g03820	PF00168
LOC_Os01g03830	PF00665
LOC_Os01g03830	PF07727
LOC_Os01g03870	PF07891
LOC_Os01g03880	PF06882
LOC_Os01g03890	PF03195
LOC_Os01g03914	PF01545
LOC_Os01g03950	PF01055
LOC_Os01g04020	PF00847
LOC_Os01g04030	PF04573
LOC_Os01g04040	PF00228
LOC_Os01g04050	PF00228
LOC_Os01g04070	PF00560
LOC_Os01g04070	PF08263
LOC_Os01g04100	PF07797
LOC_Os01g04110	PF06179
LOC_Os01g04130	PF01195
LOC_Os01g04150	PF02992
LOC_Os01g04190	PF00083
LOC_Os01g04200	PF00753
LOC_Os01g04210	PF02485
LOC_Os01g04220	PF02485
LOC_Os01g04230	PF00069
LOC_Os01g04230	PF00560
LOC_Os01g04230	PF08263
LOC_Os01g04260	PF04116
LOC_Os01g04280	PF07887
LOC_Os01g04290	PF00331
LOC_Os01g04300	PF00331
LOC_Os01g04300	PF02018
LOC_Os01g04330	PF00036
LOC_Os01g04340	PF00011
LOC_Os01g04350	PF00011
LOC_Os01g04360	PF00011
LOC_Os01g04370	PF00011
LOC_Os01g04380	PF00011
LOC_Os01g04409	PF00069
LOC_Os01g04450	PF00069
LOC_Os01g04460	PF07714
LOC_Os01g04480	PF07714
LOC_Os01g04490	PF00069
LOC_Os01g04520	PF00069
LOC_Os01g04550	PF07714
LOC_Os01g04570	PF00069
LOC_Os01g04580	PF07714
LOC_Os01g04590	PF05623
LOC_Os01g04620	PF07722
LOC_Os01g04630	PF01188
LOC_Os01g04630	PF02746
LOC_Os01g04640	PF02453
LOC_Os01g04650	PF00564
LOC_Os01g04660	PF01569
LOC_Os01g04710	PF00026
LOC_Os01g04720	PF00560
LOC_Os01g04720	PF11721
LOC_Os01g04730	PF00467
LOC_Os01g04750	PF00847
LOC_Os01g04750	PF02362
LOC_Os01g04770	PF04094
LOC_Os01g04780	PF00078
LOC_Os01g04780	PF00665
LOC_Os01g04780	PF03732
LOC_Os01g04780	PF04094
LOC_Os01g04780	PF04195
LOC_Os01g04790	PF03578
LOC_Os01g04800	PF00847
LOC_Os01g04800	PF02362
LOC_Os01g04814	PF00004
LOC_Os01g04814	PF04212
LOC_Os01g04814	PF09336
LOC_Os01g04840	PF00004
LOC_Os01g04840	PF04212
LOC_Os01g04840	PF09336
LOC_Os01g04850	PF04569
LOC_Os01g04860	PF04884
LOC_Os01g04870	PF00400
LOC_Os01g04900	PF02163
LOC_Os01g04910	PF08617
LOC_Os01g04920	PF00534
LOC_Os01g04930	PF00249
LOC_Os01g04950	PF00854
LOC_Os01g04960	PF03108
LOC_Os01g04960	PF10536
LOC_Os01g04960	PF10551
LOC_Os01g04980	PF03732
LOC_Os01g04990	PF00153
LOC_Os01g05010	PF02330
LOC_Os01g05020	PF04578
LOC_Os01g05030	PF02892
LOC_Os01g05030	PF05699
LOC_Os01g05040	PF04578
LOC_Os01g05050	PF02330
LOC_Os01g05060	PF02330
LOC_Os01g05080	PF00805
LOC_Os01g05090	PF09783
LOC_Os01g05120	PF03152
LOC_Os01g05150	PF12442
LOC_Os01g05170	PF12442
LOC_Os01g05180	PF12442
LOC_Os01g05200	PF07727
LOC_Os01g05210	PF12442
LOC_Os01g05220	PF12442
LOC_Os01g05250	PF12442
LOC_Os01g05260	PF12442
LOC_Os01g05280	PF12442
LOC_Os01g05310	PF12442
LOC_Os01g05320	PF00098
LOC_Os01g05320	PF00665
LOC_Os01g05320	PF07727
LOC_Os01g05340	PF12442
LOC_Os01g05350	PF12442
LOC_Os01g05360	PF12442
LOC_Os01g05370	PF00665
LOC_Os01g05370	PF07727
LOC_Os01g05370	PF12442
LOC_Os01g05390	PF12442
LOC_Os01g05400	PF03360
LOC_Os01g05410	PF12442
LOC_Os01g05420	PF08711
LOC_Os01g05430	PF01694
LOC_Os01g05440	PF03468
LOC_Os01g05440	PF03469
LOC_Os01g05470	PF03468
LOC_Os01g05470	PF03469
LOC_Os01g05470	PF03470
LOC_Os01g05480	PF04784
LOC_Os01g05490	PF00121
LOC_Os01g05500	PF02207
LOC_Os01g05530	PF04427
LOC_Os01g05540	PF07893
LOC_Os01g05560	PF07893
LOC_Os01g05580	PF03081
LOC_Os01g05585	PF01439
LOC_Os01g05600	PF00931
LOC_Os01g05610	PF00125
LOC_Os01g05620	PF00931
LOC_Os01g05630	PF00125
LOC_Os01g05640	PF00069
LOC_Os01g05640	PF00560
LOC_Os01g05640	PF08263
LOC_Os01g05650	PF01439
LOC_Os01g05670	PF02544
LOC_Os01g05680	PF00432
LOC_Os01g05694	PF04387
LOC_Os01g05710	PF04387
LOC_Os01g05720	PF04387
LOC_Os01g05744	PF04387
LOC_Os01g05780	PF04387
LOC_Os01g05800	PF02096
LOC_Os01g05810	PF01019
LOC_Os01g05820	PF01019
LOC_Os01g05840	PF00106
LOC_Os01g05860	PF01535
LOC_Os01g05870	PF00069
LOC_Os01g05870	PF00560
LOC_Os01g05870	PF08263
LOC_Os01g05900	PF00125
LOC_Os01g05940	PF00069
LOC_Os01g05940	PF00560
LOC_Os01g05940	PF07714
LOC_Os01g05940	PF08263
LOC_Os01g05960	PF00069
LOC_Os01g05960	PF00560
LOC_Os01g05960	PF08263
LOC_Os01g05970	PF00125
LOC_Os01g05980	PF00069
LOC_Os01g05980	PF00560
LOC_Os01g05980	PF08263
LOC_Os01g06000	PF01535
LOC_Os01g06010	PF00125
LOC_Os01g06020	PF00152
LOC_Os01g06020	PF02938
LOC_Os01g06030	PF05056
LOC_Os01g06040	PF05056
LOC_Os01g06060	PF07859
LOC_Os01g06070	PF05056
LOC_Os01g06080	PF05056
LOC_Os01g06090	PF05056
LOC_Os01g06100	PF03732
LOC_Os01g06110	PF04094
LOC_Os01g06110	PF04195
LOC_Os01g06120	PF05056
LOC_Os01g06130	PF05056
LOC_Os01g06140	PF05056
LOC_Os01g06150	PF05056
LOC_Os01g06160	PF03732
LOC_Os01g06170	PF04094
LOC_Os01g06170	PF04195
LOC_Os01g06180	PF00665
LOC_Os01g06200	PF04195
LOC_Os01g06210	PF07859
LOC_Os01g06220	PF07859
LOC_Os01g06230	PF02519
LOC_Os01g06240	PF00069
LOC_Os01g06240	PF00954
LOC_Os01g06240	PF01453
LOC_Os01g06240	PF08276
LOC_Os01g06250	PF03018
LOC_Os01g06280	PF07714
LOC_Os01g06290	PF00076
LOC_Os01g06290	PF00098
LOC_Os01g06300	PF03108
LOC_Os01g06300	PF09322
LOC_Os01g06300	PF10536
LOC_Os01g06300	PF10551
LOC_Os01g06320	PF00249
LOC_Os01g06340	PF06533
LOC_Os01g06350	PF06533
LOC_Os01g06370	PF06533
LOC_Os01g06390	PF06533
LOC_Os01g06410	PF06533
LOC_Os01g06430	PF06533
LOC_Os01g06450	PF03360
LOC_Os01g06454	PF00226
LOC_Os01g06460	PF04749
LOC_Os01g06470	PF00514
LOC_Os01g06490	PF00450
LOC_Os01g06510	PF00750
LOC_Os01g06510	PF03485
LOC_Os01g06510	PF05746
LOC_Os01g06520	PF00560
LOC_Os01g06520	PF08263
LOC_Os01g06530	PF00078
LOC_Os01g06540	PF12165
LOC_Os01g06550	PF01422
LOC_Os01g06580	PF02469
LOC_Os01g06590	PF00097
LOC_Os01g06600	PF00441
LOC_Os01g06600	PF02770
LOC_Os01g06600	PF02771
LOC_Os01g06630	PF00477
LOC_Os01g06640	PF00010
LOC_Os01g06660	PF00205
LOC_Os01g06660	PF02775
LOC_Os01g06660	PF02776
LOC_Os01g06670	PF00560
LOC_Os01g06670	PF08263
LOC_Os01g06680	PF00098
LOC_Os01g06680	PF08263
LOC_Os01g06700	PF00075
LOC_Os01g06700	PF00078
LOC_Os01g06700	PF00665
LOC_Os01g06700	PF03732
LOC_Os01g06720	PF00560
LOC_Os01g06720	PF08263
LOC_Os01g06730	PF00560
LOC_Os01g06730	PF08263
LOC_Os01g06740	PF00161
LOC_Os01g06750	PF00560
LOC_Os01g06760	PF00560
LOC_Os01g06760	PF08263
LOC_Os01g06770	PF00078
LOC_Os01g06770	PF00098
LOC_Os01g06770	PF00385
LOC_Os01g06770	PF00665
LOC_Os01g06770	PF03732
LOC_Os01g06770	PF08284
LOC_Os01g06790	PF00560
LOC_Os01g06790	PF08263
LOC_Os01g06810	PF00098
LOC_Os01g06810	PF00665
LOC_Os01g06810	PF07727
LOC_Os01g06820	PF00560
LOC_Os01g06836	PF00560
LOC_Os01g06852	PF03101
LOC_Os01g06852	PF10551
LOC_Os01g06870	PF00560
LOC_Os01g06870	PF08263
LOC_Os01g06876	PF00560
LOC_Os01g06890	PF00560
LOC_Os01g06890	PF08263
LOC_Os01g06900	PF00560
LOC_Os01g06900	PF08263
LOC_Os01g06920	PF00560
LOC_Os01g06920	PF08263
LOC_Os01g06940	PF01190
LOC_Os01g06960	PF01190
LOC_Os01g06980	PF01190
LOC_Os01g06990	PF01190
LOC_Os01g07000	PF01190
LOC_Os01g07010	PF01190
LOC_Os01g07020	PF01190
LOC_Os01g07030	PF01190
LOC_Os01g07040	PF01190
LOC_Os01g07050	PF01190
LOC_Os01g07060	PF01190
LOC_Os01g07070	PF00076
LOC_Os01g07070	PF00641
LOC_Os01g07080	PF00270
LOC_Os01g07080	PF00271
LOC_Os01g07090	PF07228
LOC_Os01g07100	PF04190
LOC_Os01g07110	PF00634
LOC_Os01g07110	PF09103
LOC_Os01g07110	PF09169
LOC_Os01g07120	PF00847
LOC_Os01g07140	PF01344
LOC_Os01g07140	PF10539
LOC_Os01g07160	PF00646
LOC_Os01g07170	PF02301
LOC_Os01g07200	PF00565
LOC_Os01g07212	PF00565
LOC_Os01g07212	PF10181
LOC_Os01g07240	PF05097
LOC_Os01g07250	PF03489
LOC_Os01g07250	PF05184
LOC_Os01g07260	PF09739
LOC_Os01g07280	PF00560
LOC_Os01g07280	PF08263
LOC_Os01g07300	PF00161
LOC_Os01g07310	PF03151
LOC_Os01g07340	PF01535
LOC_Os01g07350	PF10536
LOC_Os01g07360	PF07765
LOC_Os01g07370	PF07765
LOC_Os01g07376	PF00085
LOC_Os01g07390	PF00097
LOC_Os01g07400	PF00400
LOC_Os01g07410	PF10250
LOC_Os01g07420	PF00561
LOC_Os01g07430	PF00249
LOC_Os01g07450	PF00249
LOC_Os01g07480	PF03195
LOC_Os01g07490	PF12530
LOC_Os01g07500	PF04864
LOC_Os01g07520	PF07223
LOC_Os01g07530	PF05691
LOC_Os01g07540	PF01585
LOC_Os01g07560	PF00069
LOC_Os01g07560	PF00560
LOC_Os01g07560	PF08263
LOC_Os01g07570	PF03080
LOC_Os01g07590	PF00582
LOC_Os01g07610	PF01535
LOC_Os01g07630	PF00069
LOC_Os01g07630	PF00560
LOC_Os01g07630	PF08263
LOC_Os01g07640	PF00023
LOC_Os01g07640	PF07719
LOC_Os01g07720	PF05208
LOC_Os01g07730	PF00892
LOC_Os01g07730	PF03151
LOC_Os01g07740	PF00270
LOC_Os01g07740	PF00271
LOC_Os01g07740	PF00397
LOC_Os01g07760	PF00168
LOC_Os01g07760	PF00614
LOC_Os01g07760	PF12357
LOC_Os01g07770	PF00141
LOC_Os01g07780	PF06232
LOC_Os01g07790	PF00295
LOC_Os01g07800	PF04134
LOC_Os01g07810	PF01918
LOC_Os01g07820	PF02902
LOC_Os01g07830	PF02992
LOC_Os01g07840	PF02902
LOC_Os01g07840	PF02992
LOC_Os01g07850	PF00903
LOC_Os01g07860	PF00078
LOC_Os01g07870	PF00005
LOC_Os01g07870	PF00664
LOC_Os01g07880	PF00170
LOC_Os01g07910	PF00175
LOC_Os01g07910	PF00970
LOC_Os01g07930	PF00642
LOC_Os01g07940	PF00069
LOC_Os01g07950	PF00462
LOC_Os01g07960	PF02230
LOC_Os01g07980	PF00023
LOC_Os01g07990	PF05970
LOC_Os01g08000	PF00023
LOC_Os01g08010	PF07762
LOC_Os01g08020	PF00955
LOC_Os01g08060	PF02992
LOC_Os01g08090	PF00201
LOC_Os01g08100	PF00201
LOC_Os01g08110	PF00201
LOC_Os01g08120	PF01535
LOC_Os01g08130	PF03000
LOC_Os01g08140	PF03000
LOC_Os01g08160	PF00249
LOC_Os01g08170	PF11145
LOC_Os01g08180	PF05687
LOC_Os01g08190	PF00400
LOC_Os01g08190	PF08513
LOC_Os01g08200	PF00443
LOC_Os01g08200	PF00627
LOC_Os01g08200	PF02148
LOC_Os01g08220	PF03171
LOC_Os01g08250	PF00078
LOC_Os01g08250	PF03372
LOC_Os01g08260	PF00005
LOC_Os01g08260	PF01061
LOC_Os01g08270	PF00155
LOC_Os01g08280	PF08585
LOC_Os01g08290	PF01940
LOC_Os01g08310	PF01603
LOC_Os01g08320	PF02309
LOC_Os01g08330	PF00026
LOC_Os01g08340	PF00097
LOC_Os01g08350	PF02874
LOC_Os01g08380	PF02458
LOC_Os01g08400	PF00804
LOC_Os01g08400	PF05739
LOC_Os01g08420	PF04357
LOC_Os01g08430	PF10513
LOC_Os01g08440	PF00201
LOC_Os01g08450	PF00071
LOC_Os01g08460	PF03348
LOC_Os01g08470	PF00560
LOC_Os01g08480	PF00098
LOC_Os01g08480	PF00665
LOC_Os01g08480	PF07727
LOC_Os01g08500	PF04827
LOC_Os01g08520	PF04570
LOC_Os01g08540	PF00488
LOC_Os01g08540	PF01624
LOC_Os01g08540	PF05188
LOC_Os01g08540	PF05192
LOC_Os01g08560	PF00012
LOC_Os01g08580	PF07899
LOC_Os01g08610	PF05699
LOC_Os01g08650	PF07762
LOC_Os01g08660	PF00230
LOC_Os01g08710	PF03106
LOC_Os01g08720	PF02992
LOC_Os01g08730	PF02902
LOC_Os01g08760	PF01633
LOC_Os01g08770	PF00400
LOC_Os01g08770	PF08149
LOC_Os01g08780	PF03372
LOC_Os01g08790	PF00808
LOC_Os01g08800	PF00067
LOC_Os01g08810	PF00067
LOC_Os01g08820	PF00628
LOC_Os01g08830	PF00646
LOC_Os01g08830	PF03478
LOC_Os01g08850	PF03205
LOC_Os01g08850	PF06807
LOC_Os01g08860	PF00011
LOC_Os01g08880	PF08839
LOC_Os01g08930	PF00270
LOC_Os01g08930	PF00271
LOC_Os01g08940	PF12442
LOC_Os01g08960	PF02114
LOC_Os01g08970	PF00505
LOC_Os01g08970	PF03531
LOC_Os01g08990	PF07889
LOC_Os01g09000	PF00749
LOC_Os01g09000	PF03950
LOC_Os01g09000	PF04557
LOC_Os01g09000	PF04558
LOC_Os01g09010	PF02458
LOC_Os01g09020	PF00400
LOC_Os01g09030	PF07847
LOC_Os01g09050	PF00098
LOC_Os01g09050	PF00665
LOC_Os01g09050	PF07727
LOC_Os01g09080	PF03106
LOC_Os01g09100	PF03106
LOC_Os01g09120	PF00989
LOC_Os01g09160	PF04094
LOC_Os01g09160	PF04195
LOC_Os01g09170	PF00075
LOC_Os01g09170	PF00078
LOC_Os01g09170	PF00665
LOC_Os01g09170	PF03732
LOC_Os01g09200	PF00069
LOC_Os01g09200	PF00433
LOC_Os01g09252	PF00400
LOC_Os01g09260	PF01565
LOC_Os01g09260	PF09265
LOC_Os01g09280	PF00249
LOC_Os01g09290	PF03169
LOC_Os01g09300	PF03171
LOC_Os01g09320	PF00390
LOC_Os01g09320	PF03949
LOC_Os01g09340	PF07762
LOC_Os01g09370	PF00023
LOC_Os01g09384	PF00023
LOC_Os01g09420	PF07762
LOC_Os01g09430	PF02668
LOC_Os01g09450	PF02309
LOC_Os01g09460	PF00349
LOC_Os01g09460	PF03727
LOC_Os01g09470	PF00612
LOC_Os01g09490	PF03108
LOC_Os01g09490	PF09322
LOC_Os01g09490	PF10551
LOC_Os01g09510	PF00428
LOC_Os01g09520	PF00075
LOC_Os01g09520	PF00078
LOC_Os01g09520	PF00665
LOC_Os01g09520	PF03732
LOC_Os01g09530	PF04094
LOC_Os01g09530	PF04195
LOC_Os01g09540	PF03767
LOC_Os01g09550	PF02365
LOC_Os01g09560	PF00675
LOC_Os01g09560	PF05193
LOC_Os01g09570	PF00365
LOC_Os01g09580	PF00069
LOC_Os01g09590	PF00249
LOC_Os01g09600	PF00075
LOC_Os01g09600	PF00665
LOC_Os01g09600	PF03732
LOC_Os01g09610	PF04195
LOC_Os01g09620	PF00642
LOC_Os01g09640	PF00249
LOC_Os01g09660	PF00403
LOC_Os01g09670	PF03096
LOC_Os01g09700	PF00155
LOC_Os01g09720	PF02701
LOC_Os01g09750	PF05958
LOC_Os01g09760	PF00249
LOC_Os01g09760	PF06584
LOC_Os01g09790	PF00612
LOC_Os01g09800	PF00651
LOC_Os01g09800	PF11900
LOC_Os01g09800	PF12313
LOC_Os01g09810	PF03350
LOC_Os01g09860	PF00069
LOC_Os01g09880	PF03168
LOC_Os01g09890	PF01253
LOC_Os01g09900	PF00010
LOC_Os01g09930	PF00010
LOC_Os01g09960	PF10536
LOC_Os01g09960	PF10551
LOC_Os01g09980	PF01693
LOC_Os01g09990	PF00010
LOC_Os01g10010	PF03208
LOC_Os01g10020	PF01663
LOC_Os01g10040	PF00067
LOC_Os01g10050	PF00270
LOC_Os01g10050	PF00271
LOC_Os01g10090	PF01535
LOC_Os01g10110	PF01565
LOC_Os01g10110	PF09265
LOC_Os01g10120	PF06882
LOC_Os01g10130	PF05183
LOC_Os01g10140	PF05183
LOC_Os01g10150	PF00069
LOC_Os01g10210	PF10604
LOC_Os01g10230	PF10604
LOC_Os01g10240	PF00083
LOC_Os01g10250	PF12146
LOC_Os01g10260	PF07911
LOC_Os01g10280	PF00731
LOC_Os01g10280	PF02222
LOC_Os01g10290	PF03986
LOC_Os01g10290	PF03987
LOC_Os01g10290	PF10381
LOC_Os01g10310	PF07911
LOC_Os01g10320	PF01852
LOC_Os01g10320	PF08670
LOC_Os01g10350	PF05172
LOC_Os01g10370	PF00847
LOC_Os01g10380	PF02992
